#SampleID	study-id	author	sample-name	condition1	condition2	condition3	mix1	mix2	type
SRR6173208	SRP119953	AHLBERG_2018	Sample_D2	MIXED	MANURE	SILAGE	MANURE	SILAGE	PAIRED
SRR6173209	SRP119953	AHLBERG_2018	Sample_F3	MIXED	MANURE	SILAGE	MANURE	SILAGE	PAIRED
SRR6173210	SRP119953	AHLBERG_2018	Sample_F2	MIXED	MANURE	SILAGE	MANURE	SILAGE	PAIRED
SRR6173211	SRP119953	AHLBERG_2018	Sample_F1	MIXED	MANURE	SILAGE	MANURE	SILAGE	PAIRED
SRR6173212	SRP119953	AHLBERG_2018	Sample_E3	MIXED	MANURE	SILAGE	MANURE	SILAGE	PAIRED
SRR6173213	SRP119953	AHLBERG_2018	Sample_S3	MIXED	MANURE	SILAGE	MANURE	SILAGE	PAIRED
SRR6173214	SRP119953	AHLBERG_2018	Sample_G2	MIXED	MANURE	SILAGE	MANURE	SILAGE	PAIRED
SRR6173215	SRP119953	AHLBERG_2018	Sample_G1	MIXED	MANURE	SILAGE	MANURE	SILAGE	PAIRED
SRR6173216	SRP119953	AHLBERG_2018	Sample_R3	MIXED	MANURE	SILAGE	MANURE	SILAGE	PAIRED
SRR6173217	SRP119953	AHLBERG_2018	Sample_R2	MIXED	MANURE	SILAGE	MANURE	SILAGE	PAIRED
SRR6173218	SRP119953	AHLBERG_2018	Sample_R1	MIXED	MANURE	SILAGE	MANURE	SILAGE	PAIRED
SRR6173219	SRP119953	AHLBERG_2018	Sample_Q3	MIXED	MANURE	SILAGE	MANURE	SILAGE	PAIRED
SRR6173220	SRP119953	AHLBERG_2018	Sample_D1	MIXED	MANURE	SILAGE	MANURE	SILAGE	PAIRED
SRR6173221	SRP119953	AHLBERG_2018	Sample_C3	MIXED	MANURE	SILAGE	MANURE	SILAGE	PAIRED
SRR6173222	SRP119953	AHLBERG_2018	Sample_A2	MIXED	MANURE	SILAGE	MANURE	SILAGE	PAIRED
SRR6173223	SRP119953	AHLBERG_2018	Sample_A1	MIXED	MANURE	SILAGE	MANURE	SILAGE	PAIRED
SRR6173224	SRP119953	AHLBERG_2018	Sample_B1	MIXED	MANURE	SILAGE	MANURE	SILAGE	PAIRED
SRR6173225	SRP119953	AHLBERG_2018	Sample_A3	MIXED	MANURE	SILAGE	MANURE	SILAGE	PAIRED
SRR6173226	SRP119953	AHLBERG_2018	Sample_B3	MIXED	MANURE	SILAGE	MANURE	SILAGE	PAIRED
SRR6173227	SRP119953	AHLBERG_2018	Sample_B2	MIXED	MANURE	SILAGE	MANURE	SILAGE	PAIRED
SRR6173228	SRP119953	AHLBERG_2018	Sample_C2	MIXED	MANURE	SILAGE	MANURE	SILAGE	PAIRED
SRR6173229	SRP119953	AHLBERG_2018	Sample_C1	MIXED	MANURE	SILAGE	MANURE	SILAGE	PAIRED
SRR6173230	SRP119953	AHLBERG_2018	Sample_S2	MIXED	MANURE	SILAGE	MANURE	SILAGE	PAIRED
SRR6173231	SRP119953	AHLBERG_2018	Sample_J2	MIXED	MANURE	SILAGE	MANURE	SILAGE	PAIRED
SRR6173232	SRP119953	AHLBERG_2018	Sample_J3	MIXED	MANURE	SILAGE	MANURE	SILAGE	PAIRED
SRR6173233	SRP119953	AHLBERG_2018	Sample_S1	MIXED	MANURE	SILAGE	MANURE	SILAGE	PAIRED
SRR6173234	SRP119953	AHLBERG_2018	Sample_H2	MIXED	MANURE	SILAGE	MANURE	SILAGE	PAIRED
SRR6173235	SRP119953	AHLBERG_2018	Sample_H3	MIXED	MANURE	SILAGE	MANURE	SILAGE	PAIRED
SRR6173236	SRP119953	AHLBERG_2018	Sample_G3	MIXED	MANURE	SILAGE	MANURE	SILAGE	PAIRED
SRR6173237	SRP119953	AHLBERG_2018	Sample_H1	MIXED	MANURE	SILAGE	MANURE	SILAGE	PAIRED
SRR6173238	SRP119953	AHLBERG_2018	Sample_I3	MIXED	MANURE	SILAGE	MANURE	SILAGE	PAIRED
SRR6173239	SRP119953	AHLBERG_2018	Sample_J1	MIXED	MANURE	SILAGE	MANURE	SILAGE	PAIRED
SRR6173240	SRP119953	AHLBERG_2018	Sample_I1	MIXED	MANURE	SILAGE	MANURE	SILAGE	PAIRED
SRR6173241	SRP119953	AHLBERG_2018	Sample_I2	MIXED	MANURE	SILAGE	MANURE	SILAGE	PAIRED
SRR6173242	SRP119953	AHLBERG_2018	Sample_Q1	MIXED	MANURE	SILAGE	MANURE	SILAGE	PAIRED
SRR6173243	SRP119953	AHLBERG_2018	Sample_Q2	MIXED	MANURE	SILAGE	MANURE	SILAGE	PAIRED
SRR6173244	SRP119953	AHLBERG_2018	Sample_N2	MIXED	MANURE	SILAGE	MANURE	SILAGE	PAIRED
SRR6173245	SRP119953	AHLBERG_2018	Sample_N3	MIXED	MANURE	SILAGE	MANURE	SILAGE	PAIRED
SRR6173246	SRP119953	AHLBERG_2018	Sample_O1	MIXED	MANURE	SILAGE	MANURE	SILAGE	PAIRED
SRR6173247	SRP119953	AHLBERG_2018	Sample_O2	MIXED	MANURE	SILAGE	MANURE	SILAGE	PAIRED
SRR6173248	SRP119953	AHLBERG_2018	Sample_O3	MIXED	MANURE	SILAGE	MANURE	SILAGE	PAIRED
SRR6173249	SRP119953	AHLBERG_2018	Sample_P1	MIXED	MANURE	SILAGE	MANURE	SILAGE	PAIRED
SRR6173250	SRP119953	AHLBERG_2018	Sample_P2	MIXED	MANURE	SILAGE	MANURE	SILAGE	PAIRED
SRR6173251	SRP119953	AHLBERG_2018	Sample_P3	MIXED	MANURE	SILAGE	MANURE	SILAGE	PAIRED
SRR5808316	SRP111172	LIU_2017	Sample_T29	MIXED	MANURE	SILAGE			PAIRED
SRR5808317	SRP111172	LIU_2017	Sample_T30	MIXED	MANURE	SILAGE			PAIRED
SRR5808318	SRP111172	LIU_2017	Sample_T25	MIXED	MANURE	SILAGE			PAIRED
SRR5808319	SRP111172	LIU_2017	Sample_T26	MIXED	MANURE	SILAGE			PAIRED
SRR5808320	SRP111172	LIU_2017	Sample_T27	MIXED	MANURE	SILAGE			PAIRED
SRR5808321	SRP111172	LIU_2017	Sample_T28	MIXED	MANURE	SILAGE			PAIRED
SRR5808322	SRP111172	LIU_2017	Sample_T21	MIXED	MANURE	SILAGE			PAIRED
SRR5808323	SRP111172	LIU_2017	Sample_T22	MIXED	MANURE	SILAGE			PAIRED
SRR5808324	SRP111172	LIU_2017	Sample_T23	MIXED	MANURE	SILAGE			PAIRED
SRR5808325	SRP111172	LIU_2017	Sample_T24	MIXED	MANURE	SILAGE			PAIRED
SRR5808326	SRP111172	LIU_2017	Sample_T92	MIXED	MANURE	SILAGE			PAIRED
SRR5808327	SRP111172	LIU_2017	Sample_T91	MIXED	MANURE	SILAGE			PAIRED
SRR5808328	SRP111172	LIU_2017	Sample_T94	MIXED	MANURE	SILAGE			PAIRED
SRR5808329	SRP111172	LIU_2017	Sample_T93	MIXED	MANURE	SILAGE			PAIRED
SRR5808330	SRP111172	LIU_2017	Sample_T96	MIXED	MANURE	SILAGE			PAIRED
SRR5808331	SRP111172	LIU_2017	Sample_T95	MIXED	MANURE	SILAGE			PAIRED
SRR5808332	SRP111172	LIU_2017	Sample_T98	MIXED	MANURE	SILAGE			PAIRED
SRR5808333	SRP111172	LIU_2017	Sample_T97	MIXED	MANURE	SILAGE			PAIRED
SRR5808334	SRP111172	LIU_2017	Sample_T100	MIXED	MANURE	SILAGE			PAIRED
SRR5808335	SRP111172	LIU_2017	Sample_T99	MIXED	MANURE	SILAGE			PAIRED
SRR5808336	SRP111172	LIU_2017	Sample_T20	MIXED	MANURE	SILAGE			PAIRED
SRR5808337	SRP111172	LIU_2017	Sample_T19	MIXED	MANURE	SILAGE			PAIRED
SRR5808338	SRP111172	LIU_2017	Sample_T12	MIXED	MANURE	SILAGE			PAIRED
SRR5808339	SRP111172	LIU_2017	Sample_T11	MIXED	MANURE	SILAGE			PAIRED
SRR5808340	SRP111172	LIU_2017	Sample_T14	MIXED	MANURE	SILAGE			PAIRED
SRR5808341	SRP111172	LIU_2017	Sample_T13	MIXED	MANURE	SILAGE			PAIRED
SRR5808342	SRP111172	LIU_2017	Sample_T16	MIXED	MANURE	SILAGE			PAIRED
SRR5808343	SRP111172	LIU_2017	Sample_T15	MIXED	MANURE	SILAGE			PAIRED
SRR5808344	SRP111172	LIU_2017	Sample_T18	MIXED	MANURE	SILAGE			PAIRED
SRR5808345	SRP111172	LIU_2017	Sample_T17	MIXED	MANURE	SILAGE			PAIRED
SRR5808346	SRP111172	LIU_2017	Sample_T80	MIXED	MANURE	SILAGE			PAIRED
SRR5808347	SRP111172	LIU_2017	Sample_T79	MIXED	MANURE	SILAGE			PAIRED
SRR5808348	SRP111172	LIU_2017	Sample_T78	MIXED	MANURE	SILAGE			PAIRED
SRR5808349	SRP111172	LIU_2017	Sample_T77	MIXED	MANURE	SILAGE			PAIRED
SRR5808350	SRP111172	LIU_2017	Sample_T76	MIXED	MANURE	SILAGE			PAIRED
SRR5808351	SRP111172	LIU_2017	Sample_T75	MIXED	MANURE	SILAGE			PAIRED
SRR5808352	SRP111172	LIU_2017	Sample_T74	MIXED	MANURE	SILAGE			PAIRED
SRR5808353	SRP111172	LIU_2017	Sample_T73	MIXED	MANURE	SILAGE			PAIRED
SRR5808354	SRP111172	LIU_2017	Sample_T72	MIXED	MANURE	SILAGE			PAIRED
SRR5808355	SRP111172	LIU_2017	Sample_T71	MIXED	MANURE	SILAGE			PAIRED
SRR5808356	SRP111172	LIU_2017	Sample_T101	MIXED	MANURE	SILAGE			PAIRED
SRR5808357	SRP111172	LIU_2017	Sample_T102	MIXED	MANURE	SILAGE			PAIRED
SRR5808358	SRP111172	LIU_2017	Sample_T103	MIXED	MANURE	SILAGE			PAIRED
SRR5808359	SRP111172	LIU_2017	Sample_T104	MIXED	MANURE	SILAGE			PAIRED
SRR5808360	SRP111172	LIU_2017	Sample_T105	MIXED	MANURE	SILAGE			PAIRED
SRR5808361	SRP111172	LIU_2017	Sample_T106	MIXED	MANURE	SILAGE			PAIRED
SRR5808362	SRP111172	LIU_2017	Sample_T107	MIXED	MANURE	SILAGE			PAIRED
SRR5808363	SRP111172	LIU_2017	Sample_T108	MIXED	MANURE	SILAGE			PAIRED
SRR5808364	SRP111172	LIU_2017	Sample_T109	MIXED	MANURE	SILAGE			PAIRED
SRR5808365	SRP111172	LIU_2017	Sample_T110	MIXED	MANURE	SILAGE			PAIRED
SRR5808366	SRP111172	LIU_2017	Sample_T89	MIXED	MANURE	SILAGE			PAIRED
SRR5808367	SRP111172	LIU_2017	Sample_T90	MIXED	MANURE	SILAGE			PAIRED
SRR5808368	SRP111172	LIU_2017	Sample_T69	MIXED	MANURE	SILAGE			PAIRED
SRR5808369	SRP111172	LIU_2017	Sample_T70	MIXED	MANURE	SILAGE			PAIRED
SRR5808370	SRP111172	LIU_2017	Sample_T61	MIXED	MANURE	SILAGE			PAIRED
SRR5808371	SRP111172	LIU_2017	Sample_T62	MIXED	MANURE	SILAGE			PAIRED
SRR5808372	SRP111172	LIU_2017	Sample_T63	MIXED	MANURE	SILAGE			PAIRED
SRR5808373	SRP111172	LIU_2017	Sample_T64	MIXED	MANURE	SILAGE			PAIRED
SRR5808374	SRP111172	LIU_2017	Sample_T65	MIXED	MANURE	SILAGE			PAIRED
SRR5808375	SRP111172	LIU_2017	Sample_T66	MIXED	MANURE	SILAGE			PAIRED
SRR5808376	SRP111172	LIU_2017	Sample_T67	MIXED	MANURE	SILAGE			PAIRED
SRR5808377	SRP111172	LIU_2017	Sample_T68	MIXED	MANURE	SILAGE			PAIRED
SRR5808378	SRP111172	LIU_2017	Sample_T10	MIXED	MANURE	SILAGE			PAIRED
SRR5808379	SRP111172	LIU_2017	Sample_T9	MIXED	MANURE	SILAGE			PAIRED
SRR5808380	SRP111172	LIU_2017	Sample_T4	MIXED	MANURE	SILAGE			PAIRED
SRR5808381	SRP111172	LIU_2017	Sample_T3	MIXED	MANURE	SILAGE			PAIRED
SRR5808382	SRP111172	LIU_2017	Sample_T2	MIXED	MANURE	SILAGE			PAIRED
SRR5808383	SRP111172	LIU_2017	Sample_T1	MIXED	MANURE	SILAGE			PAIRED
SRR5808384	SRP111172	LIU_2017	Sample_T114	MIXED	MANURE	SILAGE			PAIRED
SRR5808385	SRP111172	LIU_2017	Sample_T113	MIXED	MANURE	SILAGE			PAIRED
SRR5808386	SRP111172	LIU_2017	Sample_T112	MIXED	MANURE	SILAGE			PAIRED
SRR5808387	SRP111172	LIU_2017	Sample_T111	MIXED	MANURE	SILAGE			PAIRED
SRR5808388	SRP111172	LIU_2017	Sample_T56	MIXED	MANURE	SILAGE			PAIRED
SRR5808389	SRP111172	LIU_2017	Sample_T55	MIXED	MANURE	SILAGE			PAIRED
SRR5808390	SRP111172	LIU_2017	Sample_T58	MIXED	MANURE	SILAGE			PAIRED
SRR5808391	SRP111172	LIU_2017	Sample_T57	MIXED	MANURE	SILAGE			PAIRED
SRR5808392	SRP111172	LIU_2017	Sample_T52	MIXED	MANURE	SILAGE			PAIRED
SRR5808393	SRP111172	LIU_2017	Sample_T51	MIXED	MANURE	SILAGE			PAIRED
SRR5808394	SRP111172	LIU_2017	Sample_T54	MIXED	MANURE	SILAGE			PAIRED
SRR5808395	SRP111172	LIU_2017	Sample_T53	MIXED	MANURE	SILAGE			PAIRED
SRR5808396	SRP111172	LIU_2017	Sample_T60	MIXED	MANURE	SILAGE			PAIRED
SRR5808397	SRP111172	LIU_2017	Sample_T59	MIXED	MANURE	SILAGE			PAIRED
SRR5808398	SRP111172	LIU_2017	Sample_T8	MIXED	MANURE	SILAGE			PAIRED
SRR5808399	SRP111172	LIU_2017	Sample_T7	MIXED	MANURE	SILAGE			PAIRED
SRR5808400	SRP111172	LIU_2017	Sample_T6	MIXED	MANURE	SILAGE			PAIRED
SRR5808401	SRP111172	LIU_2017	Sample_T5	MIXED	MANURE	SILAGE			PAIRED
SRR5808402	SRP111172	LIU_2017	Sample_T47	MIXED	MANURE	SILAGE			PAIRED
SRR5808403	SRP111172	LIU_2017	Sample_T48	MIXED	MANURE	SILAGE			PAIRED
SRR5808404	SRP111172	LIU_2017	Sample_T45	MIXED	MANURE	SILAGE			PAIRED
SRR5808405	SRP111172	LIU_2017	Sample_T46	MIXED	MANURE	SILAGE			PAIRED
SRR5808406	SRP111172	LIU_2017	Sample_T43	MIXED	MANURE	SILAGE			PAIRED
SRR5808407	SRP111172	LIU_2017	Sample_T44	MIXED	MANURE	SILAGE			PAIRED
SRR5808408	SRP111172	LIU_2017	Sample_T41	MIXED	MANURE	SILAGE			PAIRED
SRR5808409	SRP111172	LIU_2017	Sample_T42	MIXED	MANURE	SILAGE			PAIRED
SRR5808410	SRP111172	LIU_2017	Sample_T49	MIXED	MANURE	SILAGE			PAIRED
SRR5808411	SRP111172	LIU_2017	Sample_T50	MIXED	MANURE	SILAGE			PAIRED
SRR5808412	SRP111172	LIU_2017	Sample_T34	MIXED	MANURE	SILAGE			PAIRED
SRR5808413	SRP111172	LIU_2017	Sample_T33	MIXED	MANURE	SILAGE			PAIRED
SRR5808414	SRP111172	LIU_2017	Sample_T32	MIXED	MANURE	SILAGE			PAIRED
SRR5808415	SRP111172	LIU_2017	Sample_T31	MIXED	MANURE	SILAGE			PAIRED
SRR5808416	SRP111172	LIU_2017	Sample_T38	MIXED	MANURE	SILAGE			PAIRED
SRR5808417	SRP111172	LIU_2017	Sample_T37	MIXED	MANURE	SILAGE			PAIRED
SRR5808418	SRP111172	LIU_2017	Sample_T36	MIXED	MANURE	SILAGE			PAIRED
SRR5808419	SRP111172	LIU_2017	Sample_T35	MIXED	MANURE	SILAGE			PAIRED
SRR5808420	SRP111172	LIU_2017	Sample_T40	MIXED	MANURE	SILAGE			PAIRED
SRR5808421	SRP111172	LIU_2017	Sample_T39	MIXED	MANURE	SILAGE			PAIRED
SRR5808422	SRP111172	LIU_2017	Sample_T83	MIXED	MANURE	SILAGE			PAIRED
SRR5808423	SRP111172	LIU_2017	Sample_T84	MIXED	MANURE	SILAGE			PAIRED
SRR5808424	SRP111172	LIU_2017	Sample_T81	MIXED	MANURE	SILAGE			PAIRED
SRR5808425	SRP111172	LIU_2017	Sample_T82	MIXED	MANURE	SILAGE			PAIRED
SRR5808426	SRP111172	LIU_2017	Sample_T87	MIXED	MANURE	SILAGE			PAIRED
SRR5808427	SRP111172	LIU_2017	Sample_T88	MIXED	MANURE	SILAGE			PAIRED
SRR5808428	SRP111172	LIU_2017	Sample_T85	MIXED	MANURE	SILAGE			PAIRED
SRR5808429	SRP111172	LIU_2017	Sample_T86	MIXED	MANURE	SILAGE			PAIRED
SRR3166006	SRP063491	HAGEN_2017	Link_ADIb_ssu	FOODWASTE					PAIRED
SRR3166007	SRP063491	HAGEN_2017	eCI_ssu	FOODWASTE					PAIRED
SRR2312703	SRP063491	HAGEN_2017	Link_ADI_hiseq	FOODWASTE					PAIRED
SRR2420280	SRP063491	HAGEN_2017	eCI_hiseq	FOODWASTE					PAIRED
SRR3161878	SRP063491	HAGEN_2017	dCI_hiseq	FOODWASTE					PAIRED
SRR21103440	SRP392690	PREM_2023	M_28_PBA_1	SYNTHETIC	Methanogenesis	_28d	_Phenylbutyric_Acid		PAIRED
SRR21103441	SRP392690	PREM_2023	M_28_PPA_3	SYNTHETIC	Methanogenesis	_28d	_Phenylpropionic_Acid		PAIRED
SRR21103442	SRP392690	PREM_2023	M_28_PPA_2	SYNTHETIC	Methanogenesis	_28d	_Phenylpropionic_Acid		PAIRED
SRR21103443	SRP392690	PREM_2023	B_0_C_3	SYNTHETIC	Butyrate	_0_d	_Unknown		PAIRED
SRR21103444	SRP392690	PREM_2023	B_0_C_2	SYNTHETIC	Butyrate	_0_d	_Unknown		PAIRED
SRR21103445	SRP392690	PREM_2023	M_28_PPA_1	SYNTHETIC	Methanogenesis	_28d	_Phenylpropionic_Acid		PAIRED
SRR21103446	SRP392690	PREM_2023	B_0_C_1	SYNTHETIC	Butyrate	_0_d	_Unknown		PAIRED
SRR21103447	SRP392690	PREM_2023	B_28_Mix_3	SYNTHETIC	Butyrate	_28d	_Mix		PAIRED
SRR21103448	SRP392690	PREM_2023	B_28_Mix_2	SYNTHETIC	Butyrate	_28d	_Mix		PAIRED
SRR21103449	SRP392690	PREM_2023	B_28_Mix_1	SYNTHETIC	Butyrate	_28d	_Mix		PAIRED
SRR21103450	SRP392690	PREM_2023	B_28_PBA_3	SYNTHETIC	Butyrate	_28d	_Phenylbutyric_Acid		PAIRED
SRR21103451	SRP392690	PREM_2023	B_28_PBA_2	SYNTHETIC	Butyrate	_28d	_Phenylbutyric_Acid		PAIRED
SRR21103452	SRP392690	PREM_2023	B_28_PBA_1	SYNTHETIC	Butyrate	_28d	_Phenylbutyric_Acid		PAIRED
SRR21103453	SRP392690	PREM_2023	B_28_PPA_3	SYNTHETIC	Butyrate	_28d	_Phenylpropionic_Acid		PAIRED
SRR21103454	SRP392690	PREM_2023	B_28_PPA_2	SYNTHETIC	Butyrate	_28d	_Phenylpropionic_Acid		PAIRED
SRR21103455	SRP392690	PREM_2023	B_28_PPA_1	SYNTHETIC	Butyrate	_28d	_Phenylpropionic_Acid		PAIRED
SRR21103456	SRP392690	PREM_2023	M_28_PAA_3	SYNTHETIC	Methanogenesis	_28d	_Phenylacetic_Acid		PAIRED
SRR21103457	SRP392690	PREM_2023	B_28_PAA_3	SYNTHETIC	Butyrate	_28d	_Phenylacetic_Acid		PAIRED
SRR21103458	SRP392690	PREM_2023	B_28_PAA_2	SYNTHETIC	Butyrate	_28d	_Phenylacetic_Acid		PAIRED
SRR21103459	SRP392690	PREM_2023	B_28_PAA_1	SYNTHETIC	Butyrate	_28d	_Phenylacetic_Acid		PAIRED
SRR21103460	SRP392690	PREM_2023	B_28_C_3	SYNTHETIC	Butyrate	_28d	_Control		PAIRED
SRR21103461	SRP392690	PREM_2023	B_28_C_2	SYNTHETIC	Butyrate	_28d	_Control		PAIRED
SRR21103462	SRP392690	PREM_2023	B_28_C_1	SYNTHETIC	Butyrate	_28d	_Control		PAIRED
SRR21103463	SRP392690	PREM_2023	P_28_Mix_3	SYNTHETIC	Propionate	_28d	_Mix		PAIRED
SRR21103464	SRP392690	PREM_2023	P_28_Mix_2	SYNTHETIC	Propionate	_28d	_Mix		PAIRED
SRR21103465	SRP392690	PREM_2023	P_28_Mix_1	SYNTHETIC	Propionate	_28d	_Mix		PAIRED
SRR21103466	SRP392690	PREM_2023	P_28_PBA_3	SYNTHETIC	Propionate	_28d	_Phenylbutyric_Acid		PAIRED
SRR21103467	SRP392690	PREM_2023	M_28_PAA_2	SYNTHETIC	Methanogenesis	_28d	_Phenylacetic_Acid		PAIRED
SRR21103468	SRP392690	PREM_2023	P_28_PBA_2	SYNTHETIC	Propionate	_28d	_Phenylbutyric_Acid		PAIRED
SRR21103469	SRP392690	PREM_2023	P_28_PBA_1	SYNTHETIC	Propionate	_28d	_Phenylbutyric_Acid		PAIRED
SRR21103470	SRP392690	PREM_2023	P_28_PPA_3	SYNTHETIC	Propionate	_28d	_Phenylpropionic_Acid		PAIRED
SRR21103471	SRP392690	PREM_2023	P_28_PPA_2	SYNTHETIC	Propionate	_28d	_Phenylpropionic_Acid		PAIRED
SRR21103472	SRP392690	PREM_2023	P_28_PPA_1	SYNTHETIC	Propionate	_28d	_Phenylpropionic_Acid		PAIRED
SRR21103473	SRP392690	PREM_2023	P_28_PAA_3	SYNTHETIC	Propionate	_28d	_Phenylacetic_Acid		PAIRED
SRR21103474	SRP392690	PREM_2023	P_28_PAA_2	SYNTHETIC	Propionate	_28d	_Phenylacetic_Acid		PAIRED
SRR21103475	SRP392690	PREM_2023	P_28_PAA_1	SYNTHETIC	Propionate	_28d	_Phenylacetic_Acid		PAIRED
SRR21103476	SRP392690	PREM_2023	P_28_C_2	SYNTHETIC	Propionate	_28d	_Control		PAIRED
SRR21103477	SRP392690	PREM_2023	P_28_C_1	SYNTHETIC	Propionate	_28d	_Control		PAIRED
SRR21103478	SRP392690	PREM_2023	M_28_PAA_1	SYNTHETIC	Methanogenesis	_28d	_Phenylacetic_Acid		PAIRED
SRR21103479	SRP392690	PREM_2023	A_28_Mix_3	SYNTHETIC	Acetate	_28d	_Mix		PAIRED
SRR21103480	SRP392690	PREM_2023	A_28_Mix_2	SYNTHETIC	Acetate	_28d	_Mix		PAIRED
SRR21103481	SRP392690	PREM_2023	A_28_Mix_1	SYNTHETIC	Acetate	_28d	_Mix		PAIRED
SRR21103482	SRP392690	PREM_2023	A_28_PBA_3	SYNTHETIC	Acetate	_28d	_Phenylbutyric_Acid		PAIRED
SRR21103483	SRP392690	PREM_2023	A_28_PBA_2	SYNTHETIC	Acetate	_28d	_Phenylbutyric_Acid		PAIRED
SRR21103484	SRP392690	PREM_2023	A_28_PBA_1	SYNTHETIC	Acetate	_28d	_Phenylbutyric_Acid		PAIRED
SRR21103485	SRP392690	PREM_2023	A_28_PPA_3	SYNTHETIC	Acetate	_28d	_Phenylpropionic_Acid		PAIRED
SRR21103486	SRP392690	PREM_2023	A_28_PPA_2	SYNTHETIC	Acetate	_28d	_Phenylpropionic_Acid		PAIRED
SRR21103487	SRP392690	PREM_2023	A_28_PPA_1	SYNTHETIC	Acetate	_28d	_Phenylpropionic_Acid		PAIRED
SRR21103488	SRP392690	PREM_2023	A_28_PAA_3	SYNTHETIC	Acetate	_28d	_Phenylacetic_Acid		PAIRED
SRR21103489	SRP392690	PREM_2023	M_28_C_3	SYNTHETIC	Methanogenesis	_28d	_Control		PAIRED
SRR21103490	SRP392690	PREM_2023	A_28_PAA_2	SYNTHETIC	Acetate	_28d	_Phenylacetic_Acid		PAIRED
SRR21103491	SRP392690	PREM_2023	A_28_PAA_1	SYNTHETIC	Acetate	_28d	_Phenylacetic_Acid		PAIRED
SRR21103492	SRP392690	PREM_2023	A_28_C_3	SYNTHETIC	Acetate	_28d	_Control		PAIRED
SRR21103493	SRP392690	PREM_2023	A_28_C_2	SYNTHETIC	Acetate	_28d	_Control		PAIRED
SRR21103494	SRP392690	PREM_2023	A_28_C_1	SYNTHETIC	Acetate	_28d	_Control		PAIRED
SRR21103495	SRP392690	PREM_2023	M_28_Mix_3	SYNTHETIC	Methanogenesis	_28d	_Mix		PAIRED
SRR21103496	SRP392690	PREM_2023	M_28_Mix_2	SYNTHETIC	Methanogenesis	_28d	_Mix		PAIRED
SRR21103497	SRP392690	PREM_2023	M_28_Mix_1	SYNTHETIC	Methanogenesis	_28d	_Mix		PAIRED
SRR21103498	SRP392690	PREM_2023	M_28_PBA_3	SYNTHETIC	Methanogenesis	_28d	_Phenylbutyric_Acid		PAIRED
SRR21103499	SRP392690	PREM_2023	M_28_PBA_2	SYNTHETIC	Methanogenesis	_28d	_Phenylbutyric_Acid		PAIRED
SRR21103500	SRP392690	PREM_2023	M_28_C_2	SYNTHETIC	Methanogenesis	_28d	_Control		PAIRED
SRR21103501	SRP392690	PREM_2023	M_28_C_1	SYNTHETIC	Methanogenesis	_28d	_Control		PAIRED
SRR23782922	SRP426476	GIULIANO_2023	S2	SYNTHETIC					PAIRED
SRR23782923	SRP426476	GIULIANO_2023	S1	SYNTHETIC					PAIRED
SRR23782924	SRP426476	GIULIANO_2023	S0	SYNTHETIC					PAIRED
SRR21283101	SRP394539	ELIASSON_2023	Sample10	MANURE	CATTLE_MANURE				PAIRED
SRR21283102	SRP394539	ELIASSON_2023	Sample09	MANURE	CATTLE_MANURE				PAIRED
SRR21283103	SRP394539	ELIASSON_2023	Sample08	MANURE	CATTLE_MANURE				PAIRED
SRR21283104	SRP394539	ELIASSON_2023	Sample07	MANURE	CATTLE_MANURE				PAIRED
SRR21283105	SRP394539	ELIASSON_2023	Sample06	MANURE	CATTLE_MANURE				PAIRED
SRR21283106	SRP394539	ELIASSON_2023	Sample05	MANURE	CATTLE_MANURE				PAIRED
SRR21283107	SRP394539	ELIASSON_2023	Sample04	MANURE	CATTLE_MANURE				PAIRED
SRR21283108	SRP394539	ELIASSON_2023	Sample25	MANURE	CATTLE_MANURE				PAIRED
SRR21283109	SRP394539	ELIASSON_2023	Sample24	MANURE	CATTLE_MANURE				PAIRED
SRR21283110	SRP394539	ELIASSON_2023	Sample23	MANURE	CATTLE_MANURE				PAIRED
SRR21283111	SRP394539	ELIASSON_2023	Sample22	MANURE	CATTLE_MANURE				PAIRED
SRR21283112	SRP394539	ELIASSON_2023	Sample21	MANURE	CATTLE_MANURE				PAIRED
SRR21283113	SRP394539	ELIASSON_2023	Sample03	MANURE	CATTLE_MANURE				PAIRED
SRR21283114	SRP394539	ELIASSON_2023	Sample20	MANURE	CATTLE_MANURE				PAIRED
SRR21283115	SRP394539	ELIASSON_2023	Sample19	MANURE	CATTLE_MANURE				PAIRED
SRR21283116	SRP394539	ELIASSON_2023	Sample18	MANURE	CATTLE_MANURE				PAIRED
SRR21283117	SRP394539	ELIASSON_2023	Sample17	MANURE	CATTLE_MANURE				PAIRED
SRR21283118	SRP394539	ELIASSON_2023	Sample16	MANURE	CATTLE_MANURE				PAIRED
SRR21283119	SRP394539	ELIASSON_2023	Sample15	MANURE	CATTLE_MANURE				PAIRED
SRR21283120	SRP394539	ELIASSON_2023	Sample14	MANURE	CATTLE_MANURE				PAIRED
SRR21283121	SRP394539	ELIASSON_2023	Sample13	MANURE	CATTLE_MANURE				PAIRED
SRR21283122	SRP394539	ELIASSON_2023	Sample12	MANURE	CATTLE_MANURE				PAIRED
SRR21283123	SRP394539	ELIASSON_2023	Sample11	MANURE	CATTLE_MANURE				PAIRED
SRR21283124	SRP394539	ELIASSON_2023	Sample02	MANURE	CATTLE_MANURE				PAIRED
